field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph;
36.02.02.068.01;Воронеж;пашня;3;2023;Кукуруза силос;Подсолнечник кондит.;;45,03;;;;минимальная;7,65;166,10;165,00;7,04;6,16;
36.02.02.068.02;Воронеж;пашня;3;2023;Кукуруза зерно;Подсолнечник кондит.;;104,20;;;;минимальная;6,51;166,10;165,00;7,04;6,16;
36.02.02.069.00;Воронеж;пашня;3;2023;Кукуруза зерно;Подсолнечник кондит.;;137,52;;;;минимальная;6,51;121,00;150,70;6,49;6,27;
36.02.02.070.00;Воронеж;луг;1;2023;Луг;Луг;;78,18;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.071.00;Воронеж;пашня;3;2023;Кукуруза силос;Кукуруза силос;;44,59;;;;минимальная;7,65;72,60;85,80;5,06;5,39;
36.02.02.072.00;Воронеж;луг;1;2023;Луг;Луг;;48,85;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.073.00;Воронеж;луг;1;2023;Луг;Луг;;14,82;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.074.00;Воронеж;луг;1;2023;Луг;Луг;;71,78;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.075.00;Воронеж;луг;1;2023;Луг;Луг;;16,62;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.076.00;Воронеж;луг;1;2023;Луг;Луг;;11,64;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.02.077.00;Воронеж;пашня;1;2023;Эсп.+житн.пр.лет корм;Эсп.+житн.пр.лет корм;3;0,78;Смесь сортов;Смесь репродукций;Свои;минимальная;4,50;194,70;150,70;4,62;7,59;
36.02.06.001.00;Воронеж;пашня;3;2023;Кукуруза силос;Кукуруза силос;;118,06;;;;минимальная;7,65;69,30;64,90;4,95;5,50;
36.02.06.002.01;Воронеж;пашня;3;2023;Кукуруза зерно;Кукуруза силос;;91,98;;;;классическая с плугом;6,51;89,10;73,70;5,72;5,83;
36.02.06.002.02;Воронеж;пашня;3;2023;Пар;Кукуруза силос;;0,69;;;;;;89,10;73,70;5,72;5,83;
36.02.06.003.00;Воронеж;пашня;3;2023;Одн.тр.оз.рожь корм;Кукуруза силос;;58,37;Таловская 41;РС-1;Покупные;минимальная;4,50;58,30;88,00;4,29;5,39;
36.02.06.004.01;Воронеж;пашня;2;2023;Кукуруза силос;Кукуруза силос;;71,80;Кардона;F1;Покупные;классическая с плугом;7,65;82,50;97,90;4,73;5,61;
36.02.06.004.02;Воронеж;пашня;2;2023;Пар;Кукуруза силос;;0,55;;;;;;82,50;97,90;4,73;5,61;
36.02.06.005.00;Воронеж;пашня;3;2023;Кукуруза силос;Кукуруза силос;;69,10;;;;минимальная;7,65;100,10;108,90;5,28;5,72;
36.02.06.006.00;Воронеж;пашня;2;2023;Кукуруза силос;Сорго зерновое;;144,43;;;;минимальная;7,65;99,00;104,50;4,95;5,72;
36.02.06.007.00;Воронеж;пашня;1;2023;Одн.тр.озимая тритикале корм;Одн.тр.овёс корм;;61,09;Торнадо;РС-2;Свои;классическая с плугом;4,95;53,90;64,90;3,08;5,06;
36.02.06.008.01;Воронеж;пашня;2;2023;Одн.тр.озимая тритикале корм;Одн.тр.овёс корм;;71,83;Торнадо;РС-2;Свои;классическая с плугом;4,95;57,20;85,80;2,97;5,28;
36.02.06.008.02;Воронеж;пашня;2;2023;Пар;Одн.тр.овёс корм;;0,97;;;;;;57,20;85,80;2,97;5,28;
36.02.06.009.00;Воронеж;пашня;2;2023;Одн.тр.оз.рожь корм;Кукуруза силос;;103,81;Таловская 41;РС-1;Покупные;минимальная;4,50;86,90;110,00;4,84;5,50;
36.02.06.010.00;Воронеж;пашня;1;2023;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;6;31,60;Смесь сортов;Смесь репродукций;Свои;минимальная;4,14;85,80;130,90;4,07;5,72;
36.02.06.011.00;Воронеж;пашня;2;2023;Одн.тр.озимая тритикале корм;Одн.тр.овёс корм;;80,44;Торнадо;РС-2;Свои;классическая с плугом;4,95;72,60;97,90;3,30;5,61;
36.02.06.012.00;Воронеж;пашня;1;2023;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;3;22,33;Смесь сортов;Смесь репродукций;Свои;минимальная;4,14;123,20;180,40;1,76;5,39;
36.02.06.013.00;Воронеж;пашня;1;2023;Одн.тр.озимая тритикале корм;Одн.тр.овёс корм;;32,14;Торнадо;РС-2;Свои;классическая с плугом;4,95;93,50;91,30;3,74;5,39;
36.02.06.014.00;Воронеж;пашня;3;2023;Кукуруза зерно;Кукуруза силос;;105,66;;;;минимальная;6,51;72,60;113,30;5,06;5,50;
36.02.06.015.01;Воронеж;пашня;1;2023;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;3;19,32;Смесь сортов;Смесь репродукций;Свои;минимальная;4,14;77,00;78,10;2,42;5,39;
36.02.06.015.02;Воронеж;пашня;1;2023;Эсп.+житн.пр.лет корм;Эсп.+житн.пр.лет корм;3;2,19;Смесь сортов;Смесь репродукций;Свои;минимальная;4,50;77,00;78,10;2,42;5,39;
36.02.06.016.00;Воронеж;пашня;2;2023;Кукуруза силос;Подсолнечник кондит.;;90,03;;;;минимальная;7,65;105,60;101,20;4,73;6,16;
36.02.06.017.01;Воронеж;пашня;2;2023;Кукуруза силос;Подсолнечник кондит.;;34,79;;;;минимальная;7,65;95,70;112,20;5,06;5,94;
36.02.06.017.02;Воронеж;пашня;2;2023;Пар;Подсолнечник кондит.;;0,37;;;;;;95,70;112,20;5,06;5,94;
36.02.06.018.00;Воронеж;пашня;2;2023;Кукуруза силос;Подсолнечник кондит.;;55,01;;;;минимальная;7,65;92,40;81,40;5,06;5,94;
36.02.06.019.00;Воронеж;пашня;1;2023;Эсп.+костр.1 г.ж.корм;Сорго зерновое;1;51,48;Смесь сортов;Смесь репродукций;Свои;минимальная;;80,30;81,40;1,98;4,84;
36.02.06.020.00;Воронеж;пашня;2;2023;Кукуруза силос;Сорго зерновое;;99,88;;;;минимальная;7,65;90,20;75,90;4,29;6,16;
36.02.06.021.00;Воронеж;пашня;2;2023;Люцерна 1 г.ж.корм;Кукуруза силос;1;131,41;;;;классическая с плугом;2,97;105,60;80,30;5,39;6,05;
36.02.06.022.00;Воронеж;пашня;2;2023;Эсп.+костр.1 г.ж.корм;Одн.тр.суданская тр.корм.;1;76,78;Смесь сортов;Смесь репродукций;Свои;минимальная;;61,60;83,60;1,43;4,62;
36.02.06.023.00;Воронеж;пашня;2;2023;Эсп.+костр.1 г.ж.корм;Сорго зерновое;1;50,26;Смесь сортов;Смесь репродукций;Свои;минимальная;;55,00;51,70;1,54;4,29;
36.02.06.024.01;Воронеж;пашня;2;2023;Эспарцет 1 г.ж.сем.;Козлятник 1 г.ж.корм;1;29,73;Песчаный 1251;РСт;Свои;минимальная;;77,00;92,40;2,53;4,95;
36.02.06.024.02;Воронеж;пашня;2;2023;Козлятник пр.лет корм;Козлятник 1 г.ж.корм;2;28,61;Гале;РС-1;Покупные;минимальная;2,97;77,00;92,40;2,53;4,95;
36.02.06.025.00;Воронеж;пашня;2;2023;Яр.ячмень;Кукуруза силос;;144,32;Маргрет;РС-1;Свои;минимальная;5,11;108,90;80,30;4,18;5,83;
36.02.06.026.00;Воронеж;пашня;2;2023;Кукуруза силос;Одн.тр.озимая тритикале корм;;132,59;;;;минимальная;7,65;110,00;102,30;4,95;5,61;
36.02.06.027.00;Воронеж;пашня;1;2023;Эсп.+костр.1 г.ж.корм;Сорго зерновое;1;48,95;Смесь сортов;Смесь репродукций;Свои;минимальная;;68,20;80,30;1,65;4,40;
36.02.06.028.00;Воронеж;пашня;1;2023;Яр.ячмень;Сорго зерновое;;46,73;;;;минимальная;5,11;69,30;62,70;3,63;5,61;
36.02.06.029.01;Воронеж;пашня;2;2023;Кукуруза силос;Оз.тритикале;;201,87;Ротанго;F1;;минимальная;7,65;79,20;85,80;4,07;5,39;
36.02.06.029.02;Воронеж;пашня;2;2023;Эсп.+житн.пр.лет корм;Эсп.+житн.пр.лет корм;3;11,86;Смесь сортов;Смесь репродукций;Свои;минимальная;4,50;79,20;85,80;4,07;5,39;
36.02.06.029.03;Воронеж;пашня;2;2023;Пар;Оз.тритикале;;0,37;;;;;;79,20;85,80;4,07;5,39;
36.02.06.030.00;Воронеж;пашня;2;2023;Кукуруза зерно;"Одн.тр(оз.тритикале+оз.вика) семена; Одн.тр.озимая тритикале корм; Кукуруза силос";;28,96;;;;минимальная;6,51;116,60;111,10;5,50;5,39;
36.02.06.031.00;Воронеж;пашня;1;2023;Эсп.+костр.1 г.ж.корм;Одн.тр.суданская тр.корм.;1;20,86;Смесь сортов;Смесь репродукций;Свои;минимальная;;73,70;96,80;1,54;4,40;
36.02.06.032.01;Воронеж;пашня;1;2023;Люцерна пр.лет сем.;Люцерна пр.лет сем.;4;69,80;Планет;ЭС;Покупные;минимальная;0,22;45,10;88,00;3,85;5,61;
36.02.06.032.02;Воронеж;пашня;1;2023;Эспарцет пр.лет сем.;Эспарцет пр.лет сем.;4;5,32;Песчаный 1251;РС-3;Свои;минимальная;0,70;45,10;88,00;3,85;5,61;
36.02.06.033.00;Воронеж;пашня;1;2023;Эспарцет пр.лет сем.;Эспарцет пр.лет сем.;6;14,50;Песчаный 1251;РСт;Свои;минимальная;0,70;84,70;134,20;3,74;5,61;
36.02.06.034.00;Воронеж;пашня;1;2023;Кукуруза зерно;Соя;;48,23;;;;минимальная;6,51;78,10;99,00;3,52;5,61;
36.02.06.035.00;Воронеж;луг;1;2023;Луг;Луг;;37,46;;;;;2,00;0,00;0,00;0,00;0,00;
36.02.06.036.00;Воронеж;пашня;2;2023;Кукуруза зерно;Соя;;72,10;;;;минимальная;6,51;83,60;96,80;4,18;5,83;
36.02.06.037.00;Воронеж;пашня;2;2023;Подсолнечник;Кукуруза зерно;;98,81;;;;минимальная;2,60;74,80;108,90;5,28;5,83;
36.02.06.038.00;Воронеж;пашня;2;2023;Кукуруза зерно;Сорго зерновое;;52,87;;;;минимальная;6,51;73,70;101,20;5,06;5,72;
36.02.06.039.00;Воронеж;пашня;3;2023;Кукуруза зерно;Соя;;55,39;;;;минимальная;6,51;67,10;97,90;5,83;5,61;
36.02.06.040.00;Воронеж;пашня;2;2023;Соя;Кукуруза зерно;;67,56;;;;минимальная;2,55;70,40;103,40;4,62;5,94;
36.02.06.041.00;Воронеж;пашня;2;2023;Кукуруза зерно;Кукуруза зерно;;75,87;;;;минимальная;6,51;80,30;85,80;4,40;5,61;
36.02.06.042.00;Воронеж;пашня;2;2023;Кукуруза зерно;Кукуруза зерно;;98,91;;;;минимальная;6,51;71,50;106,70;4,62;5,61;
36.02.06.043.00;Воронеж;пашня;2;2023;Соя;Сорго зерновое;;35,03;;;;минимальная;2,55;59,40;71,50;4,07;5,50;
36.02.06.044.00;Воронеж;пашня;2;2023;Кукуруза зерно;Соя;;117,36;;;;минимальная;6,51;81,95;91,30;4,07;5,78;
36.02.06.045.00;Воронеж;пашня;2;2023;Кукуруза зерно;Соя;;131,87;;;;минимальная;6,51;68,20;103,40;4,62;5,61;
36.02.06.047.00;Воронеж;пашня;3;2023;Кукуруза зерно;"Соя; Кукуруза зерно";;163,70;;;;минимальная;6,51;79,20;103,40;5,72;5,72;
36.02.06.048.00;Воронеж;пашня;2;2023;Кукуруза зерно;Кукуруза зерно;;78,13;;;;минимальная;6,51;69,30;86,90;4,18;5,61;
36.02.06.049.00;Воронеж;пашня;3;2023;Соя;Кукуруза зерно;;74,86;;;;минимальная;2,55;64,90;89,10;4,29;5,61;
36.02.06.050.00;Воронеж;пашня;1;2023;Залежь;Залежь;;46,19;;;;;;42,90;37,40;2,53;5,72;
36.02.08.001.00;Воронеж;пашня;3;2023;Кукуруза зерно;Кукуруза зерно;;32,74;;;;минимальная;6,51;102,30;115,50;5,61;5,83;
36.02.08.002.00;Воронеж;пашня;3;2023;Кукуруза зерно;Кукуруза зерно;;113,72;;;;минимальная;6,51;75,90;97,90;4,62;5,61;
36.02.08.003.00;Воронеж;пашня;4;2023;Подсолнечник кондит.;Яр.ячмень;;78,08;;;;минимальная;2,16;135,30;151,80;4,62;6,27;
36.02.08.004.00;Воронеж;пашня;4;2023;Подсолнечник кондит.;Яр.ячмень;;83,43;;;;минимальная;2,16;137,50;194,70;4,51;6,05;
36.02.08.005.00;Воронеж;пашня;4;2023;Соя;Кукуруза зерно;;117,84;;;;минимальная;2,55;200,20;169,40;5,28;6,27;
36.02.08.006.00;Воронеж;пашня;4;2023;Соя;Кукуруза зерно;;128,52;;;;минимальная;2,55;185,90;180,40;4,40;6,16;
36.02.08.007.00;Воронеж;пашня;4;2023;Подсолнечник кондит.;Яр.ячмень;;114,95;;;;минимальная;2,16;146,30;135,30;5,06;6,49;
36.02.08.008.00;Воронеж;пашня;4;2023;Соя;Кукуруза зерно;;50,50;;;;минимальная;2,55;205,70;198,00;4,18;5,83;
36.02.18.001.00;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;79,24;БТС 590;F1;Покупные;минимальная;46,97;211,75;200,75;5,12;5,78;
36.02.18.002.00;Воронеж;пашня;4;2023;Яр.ячмень;Кукуруза зерно;;78,02;;;;минимальная;5,11;168,30;172,70;5,50;5,94;
36.02.18.003.01;Воронеж;пашня;4;2023;Яр.ячмень;Кукуруза зерно;;66,48;;;;минимальная;5,11;244,20;202,40;5,61;5,94;
36.02.18.003.02;Воронеж;пашня;4;2023;Пар;Кукуруза зерно;;0,72;;;;;;244,20;202,40;5,61;5,94;
36.02.18.004.00;Воронеж;пашня;4;2023;Яр.пшеница мягкая;Соя;;114,61;;;;минимальная;4,50;189,20;146,30;5,39;5,83;
36.02.18.005.01;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;19,08;;;;минимальная;46,97;242,00;202,40;5,50;5,94;
36.02.18.005.02;Воронеж;пашня;4;2023;Пар;Оз.пшеница мягкая;;0,85;;;;минимальная;;242,00;202,40;5,50;5,94;
36.02.18.005.03;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;59,43;;;;минимальная;46,97;242,00;202,40;5,50;5,94;
36.02.18.006.00;Воронеж;пашня;4;2023;Яр.ячмень;Соя;;30,16;;;;минимальная;5,11;243,10;213,40;5,50;6,60;
36.02.18.007.00;Воронеж;пашня;4;2023;Яр.ячмень;Кукуруза зерно;;47,66;;;;минимальная;5,11;270,60;267,30;6,21;6,82;
36.02.18.008.01;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;99,95;;;;минимальная;46,97;247,50;183,70;5,72;6,16;
36.02.18.008.02;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;19,31;;;;минимальная;46,97;247,50;183,70;5,72;6,16;
36.02.18.009.00;Воронеж;пашня;4;2023;Подсолнечник кондит.;Кукуруза зерно;;113,80;;;;минимальная;2,16;206,80;174,90;5,06;5,94;
36.02.18.010.00;Воронеж;пашня;4;2023;Кукуруза зерно;Оз.пшеница мягкая;;89,89;;F1;Покупные;минимальная;6,51;256,30;179,30;5,50;6,05;
36.02.18.011.00;Воронеж;пашня;4;2023;Сах.свекла;Оз.пшеница мягкая;;52,19;;;;минимальная;46,97;269,50;200,20;5,06;6,05;
36.02.18.012.01;Воронеж;пашня;4;2023;Подсолнечник кондит.;Яр.ячмень;;110,28;;;;минимальная;2,16;233,20;170,50;5,94;6,16;
36.02.18.012.02;Воронеж;пашня;4;2023;Пар;Яр.ячмень;;1,64;;;;;;233,20;170,50;5,94;6,16;
